fråga;källa;år
Har The Beatles gett ut fler eller färre brittiska studioalbum än The Rolling Stones? (t.o.m. 2024);Wikipedia: The Beatles discography (12 brittiska studioalbum) / Hackney Diamonds (2023) = Stones 24:e brittiska studioalbum, https://en.wikipedia.org/wiki/Hackney_Diamonds;2024
Skrev Beethoven fler eller färre symfonier än Mozart?;Wikipedia: Ludwig van Beethoven / Lista över symfonier av Wolfgang Amadeus Mozart;2024
Är Queens Bohemian Rhapsody längre eller kortare än Beatles Hey Jude?;Wikipedia: Bohemian Rhapsody (5:55) / Hey Jude (7:11), singelversioner;2024
Har Sverige fler eller färre vinster i Eurovision än Storbritannien? (t.o.m. 2024);Wikipedia: Eurovision Song Contest, lista över vinnare;2024
Blev Avicii äldre eller yngre än Jimi Hendrix?;Wikipedia: Avicii (1989-2018) / Jimi Hendrix (1942-1970);2024
Fick ABBA:s Waterloo fler eller färre poäng i Eurovision 1974 än Loreens Euphoria fick 2012?;Wikipedia: Eurovision Song Contest 1974 / Eurovision Song Contest 2012, resultat;2024
Hade Elvis Presley fler eller färre listettor i USA än The Beatles? (t.o.m. 2024);Billboard: Elvis 18 USA-ettor (inkl. pre-Hot 100-listorna) / Beatles 20 Hot 100-ettor, https://www.billboard.com/pro/elvis-presley-history-hot-100-before/;2024
Är en cello längre eller kortare än en kontrabas?;Wikipedia: Violoncell (ca 120 cm) / Kontrabas (ca 180 cm), fullstora instrument;2024
Är Miles Davis album Kind of Blue längre eller kortare än John Coltranes A Love Supreme?;Wikipedia: Kind of Blue (45:34) / A Love Supreme (32:47), originalalbum;2024
Skrev Mozart fler eller färre symfonier än Haydn?;Wikipedia: Lista över symfonier av Joseph Haydn (104 numrerade) / Mozart (41 numrerade);2024
Väger en Steinway D-konsertflygel mer eller mindre än en konsertharpa?;Wikipedia: Steinway D-274 (480 kg) / Lyon & Healy Style 17 pedalharpa (79 lbs = 36 kg), https://en.wikipedia.org/wiki/Steinway_D-274;2024
Har ABBA haft fler eller färre listettor i Storbritannien än The Beatles? (t.o.m. 2024);Official Charts Company: ABBA 9 UK-ettor / Beatles 18 UK-ettor (18:e = Now and Then, nov 2023), https://www.officialcharts.com/chart-news/every-the-beatles-uk-number-1-single-now-and-then/;2024
Har Mozarts opera Trollflöjten fler eller färre akter än Bizets Carmen?;Wikipedia: Trollflöjten (2 akter) / Carmen (4 akter);2024
Har Max Martin skrivit fler eller färre listettor i USA än John Lennon? (t.o.m. 2024);Billboard/Forbes: Max Martin 27:e Hot 100-ettan som låtskrivare med We Can't Be Friends (mars 2024), passerade Lennons 26, https://www.forbes.com/sites/hughmcintyre/2024/03/20/one-of-john-lennons-most-impressive-billboard-records-has-finally-been-beaten/;2024
Hade Roxette fler eller färre listettor i USA än ABBA? (t.o.m. 2024);Billboard Hot 100: Roxette 4 US-ettor (Wikipedia: Roxette discography) / ABBA 1 etta (Dancing Queen 1977);2024
Är ABBA:s Dancing Queen längre eller kortare än The Winner Takes It All?;Wikipedia: Dancing Queen (3:50) / The Winner Takes It All (4:54);2024
Blev Louis Armstrong äldre eller yngre än Miles Davis?;Wikipedia: Louis Armstrong (1901-1971) / Miles Davis (1926-1991);2024
Deltog fler eller färre länder i den första Eurovision 1956 än i Eurovision 2024?;Wikipedia: Eurovision Song Contest 1956 (7 länder) / Eurovision Song Contest 2024 (37 länder);2024
Snurrar en LP-skiva fler eller färre varv per minut än en vinylsingel?;Wikipedia: LP-skiva (33 1/3 varv/min) / Singel (45 varv/min);2024
Har Carola fler eller färre segrar i Melodifestivalen än Loreen? (t.o.m. 2024);Wikipedia: Melodifestivalen, lista över vinnare (Carola 1983/1991/2006, Loreen 2012/2023);2024
Har Händels Messias fler eller färre satser än Orffs Carmina Burana?;Wikipedia: Messiah (Händel), 53 satser / Carmina Burana (Orff), 25 satser;2024
Hade Paul McCartneys konsert på Maracanã 1990 större eller mindre publik än Bruce Springsteens konsert på Ullevi 1985?;Guinness World Records: McCartney Maracanã 184000 betalande / Wikipedia: Springsteen Ullevi 1985 (64312);2024
Har en konsertharpa fler eller färre strängar än en cello?;Wikipedia: Harpa (konsertharpa 47 strängar) / Violoncell (4 strängar);2024
Har ABBA gett ut fler eller färre studioalbum än Roxette? (t.o.m. 2024);Wikipedia: ABBA discography (9 studioalbum) / Roxette discography (10 studioalbum);2024
Hade Woodstockfestivalen 1969 större eller mindre publik än Live Aid på Wembley 1985?;Wikipedia: Woodstock (ca 400000) / Live Aid, Wembley Stadium (72000);2024
Har den högsta tonen på ett piano högre eller lägre frekvens än den lägsta tonen?;Wikipedia: Piano key frequencies (C8 = 4186 Hz, A0 = 27,5 Hz);2024
