fråga;källa;år
Har en schäfer högre eller lägre mankhöjd än en rottweiler?;SKK rasstandard (skk.se/hundraser) — schäfer ~60-65 cm, rottweiler ~61-68 cm;2025
Har en tax högre eller lägre mankhöjd än en cocker spaniel?;SKK rasstandard (skk.se/hundraser) — tax (normalstor) ~20-22 cm, cocker spaniel ~38-41 cm;2025
Har en beagle högre eller lägre mankhöjd än en jack russell-terrier?;SKK/FCI rasstandard — beagle 33-40 cm, jack russell-terrier 25-30 cm;2025
Har en grand danois högre eller lägre mankhöjd än en chihuahua?;SKK/FCI rasstandard — grand danois ~80 cm, chihuahua ~16-20 cm;2025
Har en irländsk varghund högre eller lägre mankhöjd än en mops?;SKK/FCI rasstandard — irländsk varghund minst 79-81 cm, mops ~30 cm;2025
Har en dobermann högre eller lägre mankhöjd än en pomeranian?;SKK/FCI rasstandard — dobermann 63-72 cm, pomeranian ~20-22 cm;2025
Väger en golden retriever mer eller mindre än en labrador?;SKK/Agria — golden retriever ~29-34 kg, labrador ~25-36 kg;2025
Väger en bernhardshund mer eller mindre än en beagle?;SKK/FCI — bernhardshund ~64-82 kg, beagle ~10-13 kg;2025
Väger en schäfer mer eller mindre än en border collie?;SKK/FCI — schäfer ~30-40 kg, border collie ~14-20 kg;2025
Väger en korthårig vorsteh mer eller mindre än en mellanpudel?;SKK/FCI — korthårig vorsteh ~25-32 kg, mellanpudel ~7-12 kg (mankhöjd 35-45 cm);2025
Väger en leonberger mer eller mindre än en papillon?;SKK/FCI — leonberger ~45-77 kg, papillon ~2-5 kg;2025
Väger en newfoundlandshund mer eller mindre än en tax?;SKK/FCI — newfoundlandshund ~54-68 kg, normalstor tax ~7-9 kg;2025
Väger en yorkshireterrier mer eller mindre än en rottweiler?;SKK/FCI — yorkshireterrier ~2-3,2 kg, rottweiler ~35-60 kg;2025
Väger en boxer mer eller mindre än en mastiff?;SKK/FCI — boxer ~25-32 kg, mastiff ~70-90 kg;2025
Har en dvärgschnauzer längre eller kortare livslängd än en cocker spaniel?;Agria/AniCura livslängdsdata — dvärgschnauzer ~13-15 år, cocker spaniel ~12-14 år;2025
Har en fransk bulldogg längre eller kortare livslängd än en labrador?;Agria/AniCura livslängdsdata — fransk bulldogg ~10-12 år, labrador ~12-14 år;2025
Har en jack russell-terrier längre eller kortare livslängd än en grand danois?;Agria/AniCura livslängdsdata — jack russell ~13-16 år, grand danois ~7-10 år;2025
Har en pomeranian längre eller kortare livslängd än en bernhardshund?;Agria/AniCura livslängdsdata — pomeranian ~12-16 år, bernhardshund ~8-10 år;2025
Har en border collie längre eller kortare livslängd än en irländsk varghund?;Agria/AniCura livslängdsdata — border collie ~12-15 år, irländsk varghund ~6-8 år;2025
Har en mellanpudel längre eller kortare livslängd än en boxer?;Agria/AniCura livslängdsdata — mellanpudel ~13-15 år, boxer ~10-12 år;2025
Är en tibetansk mastiff dyrare eller billigare i inköp än en cavalier king charles spaniel?;News55/Agria valppriser 2025 — tibetansk mastiff ~40000-60000 kr, cavalier ~13000-16000 kr;2025
Är en fransk bulldogg dyrare eller billigare i inköp än en whippet?;News55/Agria valppriser 2025 — fransk bulldogg ~27000-50000 kr, whippet ~15000-20000 kr (Svenska Whippetklubben);2025
Är en lagotto romagnolo dyrare eller billigare i inköp än en cavalier king charles spaniel?;Agria/uppfödarannonser 2025 — lagotto ~20000-25000 kr, cavalier ~13000-16000 kr;2025
Är en golden retriever dyrare eller billigare i inköp än en dalmatiner?;Agria/News55 valppriser 2025 — golden retriever ~15000-28000 kr (snitt ~23000), dalmatiner ~12000-16000 kr;2025
Är en tibetansk mastiff dyrare eller billigare i inköp än en dalmatiner?;News55/Agria valppriser 2025 — tibetansk mastiff ~40000-60000 kr, dalmatiner ~12000-15000 kr;2025
Är en newfoundlandshund dyrare eller billigare i inköp än en whippet?;Agria/uppfödarannonser 2025 — newfoundlandshund ~22000-28000 kr, whippet ~15000-20000 kr (Svenska Whippetklubben);2025
Är en lagotto romagnolo dyrare eller billigare i inköp än en korthårig vorsteh?;Agria/uppfödarannonser 2025 — lagotto ~25000-32000 kr, korthårig vorsteh ~10000-13000 kr;2025
