fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Har en azawakh högre eller lägre mankhöjd än en sloughi?;Azawakh;Sloughi;70;68;cm;Hur många cm skiljer det i mankhöjd?
Har en bergamasco högre eller lägre mankhöjd än en schapendoes?;Bergamasco;Schapendoes;60;47;cm;Hur många cm skiljer det i mankhöjd?
Har en schillerstövare högre eller lägre mankhöjd än en pumi?;Schillerstövare;Pumi;57;41;cm;Hur många cm skiljer det i mankhöjd?
Har en tibetansk terrier högre eller lägre mankhöjd än en plott?;Tibetansk terrier;Plott;38;60;cm;Hur många cm skiljer det i mankhöjd?
Har en volpino italiano högre eller lägre mankhöjd än en ariégeois?;Volpino italiano;Ariégeois;28;56;cm;Hur många cm skiljer det i mankhöjd?
Har en chodsky pes högre eller lägre mankhöjd än en slovensky cuvac?;Chodsky pes;Slovensky cuvac;53;66;cm;Hur många cm skiljer det i mankhöjd?
Har en drentsche patrijshond högre eller lägre mankhöjd än en groenendael?;Drentsche patrijshond;Groenendael;59;62;cm;Hur många cm skiljer det i mankhöjd?
Väger en broholmer mer eller mindre än en pudelpointer?;Broholmer;Pudelpointer;60;28;kg;Hur många kg skiljer det i vikt?
Väger en norwich terrier mer eller mindre än en dogo argentino?;Norwich terrier;Dogo argentino;6;45;kg;Hur många kg skiljer det i vikt?
Väger en cesky terrier mer eller mindre än en fila brasileiro?;Cesky terrier;Fila brasileiro;8;50;kg;Hur många kg skiljer det i vikt?
Väger en kaukasisk ovtcharka mer eller mindre än en cirneco dell'etna?;Kaukasisk ovtcharka;Cirneco dell'etna;70;11;kg;Hur många kg skiljer det i vikt?
Väger en drentsche patrijshond mer eller mindre än en lancashire heeler?;Drentsche patrijshond;Lancashire heeler;28;6;kg;Hur många kg skiljer det i vikt?
Väger en phalène mer eller mindre än en tornjak?;Phalène;Tornjak;4;50;kg;Hur många kg skiljer det i vikt?
Väger en lancashire heeler mer eller mindre än en tatrahund?;Lancashire heeler;Tatrahund;6;45;kg;Hur många kg skiljer det i vikt?
Väger en finsk lapphund mer eller mindre än en strävhårig vizsla?;Finsk lapphund;Strävhårig vizsla;19;25;kg;Hur många kg skiljer det i vikt?
Väger en pudelpointer mer eller mindre än en volpino italiano?;Pudelpointer;Volpino italiano;28;4;kg;Hur många kg skiljer det i vikt?
Väger en chodsky pes mer eller mindre än en estrelaberghund?;Chodsky pes;Estrelaberghund;22;50;kg;Hur många kg skiljer det i vikt?
Väger en slovensky cuvac mer eller mindre än en schapendoes?;Slovensky cuvac;Schapendoes;40;18;kg;Hur många kg skiljer det i vikt?
Har en tibetansk terrier längre eller kortare livslängd än en broholmer?;Tibetansk terrier;Broholmer;15;9;år;Hur många år skiljer det i livslängd?
Har en cirneco dell'etna längre eller kortare livslängd än en dogo argentino?;Cirneco dell'etna;Dogo argentino;14;11;år;Hur många år skiljer det i livslängd?
Har en pumi längre eller kortare livslängd än en fila brasileiro?;Pumi;Fila brasileiro;14;10;år;Hur många år skiljer det i livslängd?
Har en sloughi längre eller kortare livslängd än en norwich terrier?;Sloughi;Norwich terrier;13;14;år;Hur många år skiljer det i livslängd?
Har en phalène längre eller kortare livslängd än en kaukasisk ovtcharka?;Phalène;Kaukasisk ovtcharka;15;11;år;Hur många år skiljer det i livslängd?
Registrerades det fler eller färre flatcoated retriever än finsk lapphund hos SKK 2023?;Flatcoated retriever;Finsk lapphund;649;691;registreringar/år;Hur många registreringar skiljer det?
Registrerades det fler eller färre hälleforshund än tysk jaktterrier hos SKK 2023?;Hälleforshund;Tysk jaktterrier;55;310;registreringar/år;Hur många registreringar skiljer det?
