fråga;källa;år
Har en engelsk setter högre eller lägre mankhöjd än en pointer?;FCI rasstandard nr 2 (English Setter) / nr 1 (Pointer);2023
Har en norrbottenspets högre eller lägre mankhöjd än en lapsk vallhund?;SKK rasstandard (Norrbottenspets / Lapsk vallhund);2023
Väger en sealyhamterrier mer eller mindre än en lakelandterrier?;FCI rasstandard nr 74 (Sealyham) / nr 70 (Lakeland);2023
Har en komondor högre eller lägre mankhöjd än en puli?;FCI rasstandard nr 53 (Komondor) / nr 55 (Puli);2023
Har en beauceron högre eller lägre mankhöjd än en polski owczarek nizinny?;FCI rasstandard nr 44 (Beauceron) / nr 251 (PON);2023
Har en mudi högre eller lägre mankhöjd än en cão da serra da estrela?;FCI rasstandard nr 238 (Mudi) / nr 173 (Estrela);2023
Har en manchesterterrier högre eller lägre mankhöjd än en grosspudel?;FCI rasstandard nr 71 (Manchester Terrier) / nr 172 (Pudel);2023
Väger en black and tan coonhound mer eller mindre än en entlebucher sennenhund?;AKC breed standard (Black and Tan Coonhound) / FCI nr 47 (Entlebucher);2023
Väger en catahoula leopard dog mer eller mindre än en american staffordshire terrier?;AKC breed standard (Catahoula Leopard Dog / AmStaff);2023
Väger en smålandsstövare mer eller mindre än en hamiltonstövare?;SKK rasstandard (Smålandsstövare / Hamiltonstövare);2023
Har en perro de presa canario längre eller kortare livslängd än en manchesterterrier?;FCI / The Kennel Club breed health;2024
Har en spansk mastiff längre eller kortare livslängd än en puli?;FCI / breed health profiles;2024
Registrerades det fler eller färre cavalier king charles spaniel än bichon havanais hos SKK 2023?;SKK registreringsstatistik;2023
Har en pražský krysařík högre eller lägre mankhöjd än en perro de presa canario?;FCI rasstandard nr 363 (Pražský krysařík) / nr 346 (Presa Canario);2023
Väger en tosa mer eller mindre än en schnauzer?;FCI rasstandard nr 260 (Tosa) / nr 182 (Schnauzer);2023
Väger en sussex spaniel mer eller mindre än en pyreneisk mastiff?;FCI rasstandard nr 127 (Sussex) / nr 92 (Mastín del Pirineo);2023
Väger en norsk älghund grå mer eller mindre än en spansk mastiff?;FCI rasstandard nr 242 (Norsk älghund grå) / nr 91 (Mastín Español);2023
Väger en kromfohrländer mer eller mindre än en maremmano-abruzzese?;FCI rasstandard nr 192 (Kromfohrländer) / nr 201 (Maremmano);2023
Väger en cão de água português mer eller mindre än en spansk mastiff?;FCI rasstandard nr 37 (Cão de Água) / nr 91 (Mastín Español);2023
Väger en pyreneisk mastiff mer eller mindre än en entlebucher sennenhund?;FCI rasstandard nr 92 (Mastín del Pirineo) / nr 47 (Entlebucher);2023
Har en spinone italiano högre eller lägre mankhöjd än en pražský krysařík?;FCI rasstandard nr 165 (Spinone) / nr 363 (Pražský krysařík);2023
Väger en king charles spaniel mer eller mindre än en maremmano-abruzzese?;FCI rasstandard nr 128 (King Charles Spaniel) / nr 201 (Maremmano);2023
Väger en tervueren mer eller mindre än en pražský krysařík?;FCI rasstandard nr 15 (Belgisk vallhund Tervueren) / nr 363 (Pražský krysařík);2023
Registrerades det fler eller färre staffordshire bullterrier än perro de presa canario hos SKK 2023?;SKK registreringsstatistik;2023
Väger en lakelandterrier mer eller mindre än en pyreneisk mastiff?;FCI rasstandard nr 70 (Lakeland) / nr 92 (Mastín del Pirineo);2023
