fråga;källa;år
Har en australian shepherd högre eller lägre mankhöjd än en flatcoated retriever?;SKK/FCI rasstandard — australian shepherd ~51-58 cm, flatcoated retriever ~56-61 cm;2025
Har en brittany högre eller lägre mankhöjd än en rhodesian ridgeback?;SKK/FCI rasstandard — brittany ~47-50 cm, rhodesian ridgeback ~63-69 cm (srrs.org/skk.se);2025
Har en kleiner münsterländer högre eller lägre mankhöjd än en irländsk röd setter?;SKK/FCI rasstandard — kleiner münsterländer ~50-54 cm, irländsk röd setter ~58-67 cm;2025
Har en eurasier högre eller lägre mankhöjd än en barbet?;SKK/FCI rasstandard — eurasier ~52-60 cm, barbet ~58-65 cm;2025
Har en bracco italiano högre eller lägre mankhöjd än en norfolkterrier?;SKK/FCI rasstandard — bracco italiano ~58-67 cm (skk.se), norfolkterrier ~24-26 cm;2025
Har en pyrenéerhund högre eller lägre mankhöjd än en cairnterrier?;SKK/FCI rasstandard — pyrenéerhund ~70-80 cm, cairnterrier ~28-31 cm;2025
Har en bordeauxdogg högre eller lägre mankhöjd än en västgötaspets?;SKK/FCI rasstandard — bordeauxdogg ~58-68 cm, västgötaspets ~31-35 cm;2025
Väger en anatolisk herdehund mer eller mindre än en lhasa apso?;SKK/FCI — anatolisk herdehund ~40-65 kg, lhasa apso ~6-8 kg;2025
Väger en old english sheepdog mer eller mindre än en coton de tuléar?;SKK/FCI — old english sheepdog ~27-45 kg, coton de tuléar ~4-6 kg;2025
Väger en curly coated retriever mer eller mindre än en italiensk vinthund?;SKK/FCI — curly coated retriever ~32-40 kg, italiensk vinthund ~3-5 kg;2025
Väger en kuvasz mer eller mindre än en shiba inu?;SKK/FCI — kuvasz ~40-60 kg, shiba inu ~8-11 kg;2025
Väger en nova scotia duck tolling retriever mer eller mindre än en dvärgspets?;SKK/FCI — nova scotia duck tolling retriever ~17-23 kg, dvärgspets/pomeranian ~2-3 kg;2025
Väger en briard mer eller mindre än en petit basset griffon vendéen?;SKK/FCI — briard ~30-40 kg, petit basset griffon vendéen ~14-18 kg;2025
Väger en spansk vattenhund mer eller mindre än en leonberger?;SKK/FCI — spansk vattenhund ~14-22 kg, leonberger ~45-77 kg;2025
Väger en shiba inu mer eller mindre än en otterhound?;SKK/FCI — shiba inu ~8-11 kg, otterhound ~36-45 kg;2025
Har en irländsk röd setter längre eller kortare livslängd än en australian terrier?;Agria/AniCura livslängdsdata — irländsk röd setter ~11-13 år, australian terrier ~12-15 år;2025
Har en lhasa apso längre eller kortare livslängd än en bordeauxdogg?;Agria/AniCura livslängdsdata — lhasa apso ~13-15 år, bordeauxdogg ~8-10 år;2025
Har en italiensk vinthund längre eller kortare livslängd än en anatolisk herdehund?;Agria/AniCura livslängdsdata — italiensk vinthund ~13-15 år, anatolisk herdehund ~10-13 år;2025
Väger en italiensk vinthund mer eller mindre än en anatolisk herdehund?;SKK/FCI — italiensk vinthund ~3-5 kg, anatolisk herdehund ~40-65 kg;2025
