fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Har en engelsk setter högre eller lägre mankhöjd än en pointer?;Engelsk setter;Pointer;65;63;cm;Hur många cm skiljer det i mankhöjd?
Har en norrbottenspets högre eller lägre mankhöjd än en lapsk vallhund?;Norrbottenspets;Lapsk vallhund;43;49;cm;Hur många cm skiljer det i mankhöjd?
Väger en sealyhamterrier mer eller mindre än en lakelandterrier?;Sealyhamterrier;Lakelandterrier;9;8;kg;Hur många kg skiljer det i vikt?
Har en komondor högre eller lägre mankhöjd än en puli?;Komondor;Puli;70;43;cm;Hur många cm skiljer det i mankhöjd?
Har en beauceron högre eller lägre mankhöjd än en polski owczarek nizinny?;Beauceron;Polski owczarek nizinny;68;47;cm;Hur många cm skiljer det i mankhöjd?
Har en mudi högre eller lägre mankhöjd än en cão da serra da estrela?;Mudi;Cão da serra da estrela;43;65;cm;Hur många cm skiljer det i mankhöjd?
Har en manchesterterrier högre eller lägre mankhöjd än en grosspudel?;Manchesterterrier;Grosspudel;40;55;cm;Hur många cm skiljer det i mankhöjd?
Väger en black and tan coonhound mer eller mindre än en entlebucher sennenhund?;Black and tan coonhound;Entlebucher sennenhund;34;25;kg;Hur många kg skiljer det i vikt?
Väger en catahoula leopard dog mer eller mindre än en american staffordshire terrier?;Catahoula leopard dog;American staffordshire terrier;35;28;kg;Hur många kg skiljer det i vikt?
Väger en smålandsstövare mer eller mindre än en hamiltonstövare?;Smålandsstövare;Hamiltonstövare;16;25;kg;Hur många kg skiljer det i vikt?
Har en perro de presa canario längre eller kortare livslängd än en manchesterterrier?;Perro de presa canario;Manchesterterrier;11;16;år;Hur många år skiljer det i livslängd?
Har en spansk mastiff längre eller kortare livslängd än en puli?;Spansk mastiff;Puli;10;14;år;Hur många år skiljer det i livslängd?
Registrerades det fler eller färre cavalier king charles spaniel än bichon havanais hos SKK 2023?;Cavalier king charles spaniel;Bichon havanais;600;850;registreringar/år;Hur många registreringar skiljer det?
Har en pražský krysařík högre eller lägre mankhöjd än en perro de presa canario?;Pražský krysařík;Perro de presa canario;22;62;cm;Hur många cm skiljer det i mankhöjd?
Väger en tosa mer eller mindre än en schnauzer?;Tosa;Schnauzer;60;18;kg;Hur många kg skiljer det i vikt?
Väger en sussex spaniel mer eller mindre än en pyreneisk mastiff?;Sussex spaniel;Pyreneisk mastiff;20;70;kg;Hur många kg skiljer det i vikt?
Väger en norsk älghund grå mer eller mindre än en spansk mastiff?;Norsk älghund grå;Spansk mastiff;23;80;kg;Hur många kg skiljer det i vikt?
Väger en kromfohrländer mer eller mindre än en maremmano-abruzzese?;Kromfohrländer;Maremmano-abruzzese;14;40;kg;Hur många kg skiljer det i vikt?
Väger en cão de água português mer eller mindre än en spansk mastiff?;Cão de água português;Spansk mastiff;22;80;kg;Hur många kg skiljer det i vikt?
Väger en pyreneisk mastiff mer eller mindre än en entlebucher sennenhund?;Pyreneisk mastiff;Entlebucher sennenhund;75;25;kg;Hur många kg skiljer det i vikt?
Har en spinone italiano högre eller lägre mankhöjd än en pražský krysařík?;Spinone italiano;Pražský krysařík;67;22;cm;Hur många cm skiljer det i mankhöjd?
Väger en king charles spaniel mer eller mindre än en maremmano-abruzzese?;King charles spaniel;Maremmano-abruzzese;5;40;kg;Hur många kg skiljer det i vikt?
Väger en tervueren mer eller mindre än en pražský krysařík?;Tervueren;Pražský krysařík;28;3;kg;Hur många kg skiljer det i vikt?
Registrerades det fler eller färre staffordshire bullterrier än perro de presa canario hos SKK 2023?;Staffordshire bullterrier;Perro de presa canario;700;90;registreringar/år;Hur många registreringar skiljer det?
Väger en lakelandterrier mer eller mindre än en pyreneisk mastiff?;Lakelandterrier;Pyreneisk mastiff;8;80;kg;Hur många kg skiljer det i vikt?
