fråga;källa;år
Har en bloodhound högre eller lägre mankhöjd än en tysk pinscher?;FCI rasstandard nr 84 (bloodhound, mankhöjd ca 64-72) / nr 184 (tysk pinscher, 45-50);2023
Har en skye terrier högre eller lägre mankhöjd än en otterhound?;FCI rasstandard nr 75 (skye terrier, ca 25-26) / nr 294 (otterhound, ca 67);2023
Har en norsk buhund högre eller lägre mankhöjd än en bearded collie?;FCI rasstandard nr 237 (norsk buhund, hane 43-47) / nr 271 (bearded collie, hane 53-56);2023
Har en skotsk terrier högre eller lägre mankhöjd än en bloodhound?;FCI rasstandard nr 73 (skotsk terrier, ca 25-28) / nr 84 (bloodhound);2023
Har en bedlingtonterrier högre eller lägre mankhöjd än en borzoi?;FCI rasstandard nr 9 (bedlington, ca 41) / nr 193 (borzoi, hane 75-85);2023
Har en bouvier des flandres högre eller lägre mankhöjd än en dvärgtax?;FCI rasstandard nr 191 (bouvier, hane 62-68) / nr 148 (dvärgtax, mankhöjd ca 13-15);2023
Har en tysk pinscher högre eller lägre mankhöjd än en berger picard?;FCI rasstandard nr 184 (tysk pinscher, 45-50) / nr 176 (berger picard, hane 60-65);2023
Har en norsk buhund högre eller lägre mankhöjd än en borzoi?;FCI rasstandard nr 237 (norsk buhund) / nr 193 (borzoi, hane 75-85);2023
Väger en bloodhound mer eller mindre än en bedlingtonterrier?;FCI rasstandard nr 84 (bloodhound, ca 41-54) / nr 9 (bedlington, 8-10);2023
Väger en stabyhoun mer eller mindre än en bouvier des flandres?;FCI rasstandard nr 222 (stabyhoun, hane 22-27) / nr 191 (bouvier, ca 36-54);2023
Väger en bearded collie mer eller mindre än en dvärgtax?;FCI rasstandard nr 271 (bearded collie, ca 18-27) / nr 148 (dvärgtax, max ca 5);2023
Väger en skotsk terrier mer eller mindre än en wetterhoun?;FCI rasstandard nr 73 (skotsk terrier) / nr 221 (wetterhoun, 25-35);2023
Väger en berger picard mer eller mindre än en affenpinscher?;FCI rasstandard nr 176 (berger picard, ca 23-32) / nr 186 (affenpinscher, 4-6);2023
Väger en glen of imaal terrier mer eller mindre än en mastino napoletano?;FCI rasstandard nr 302 (glen of imaal, ca 16) / nr 197 (mastino, hane 60-70);2023
Väger en mastino napoletano mer eller mindre än en tysk pinscher?;FCI rasstandard nr 197 (mastino, hane 60-70) / nr 184 (tysk pinscher, 14-20);2023
Väger en bearded collie mer eller mindre än en wetterhoun?;FCI rasstandard nr 271 (bearded collie, 18-27) / nr 221 (wetterhoun, 25-35);2023
Väger en dvärgtax mer eller mindre än en bloodhound?;FCI rasstandard nr 148 (dvärgtax, max ca 5) / nr 84 (bloodhound, ca 41-54);2023
Väger en berger picard mer eller mindre än en norsk buhund?;FCI rasstandard nr 176 (berger picard, 23-32) / nr 237 (norsk buhund, hane ca 14-18);2023
Har en bedlingtonterrier längre eller kortare livslängd än en mastino napoletano?;Royal Canin / VetCompass rasdata livslängd (bedlington ca 12-16, mastino ca 7-9);2023
Har en affenpinscher längre eller kortare livslängd än en borzoi?;Royal Canin / VetCompass rasdata livslängd (affenpinscher ca 12-15, borzoi ca 10-12);2023
Har en skotsk terrier längre eller kortare livslängd än en bouvier des flandres?;Royal Canin / VetCompass rasdata livslängd (skotsk terrier ca 11-15, bouvier ca 10-12);2023
Har en norsk buhund längre eller kortare livslängd än en mastino napoletano?;Royal Canin / VetCompass rasdata livslängd (norsk buhund ca 13-15, mastino ca 7-9);2023
Har en dvärgtax längre eller kortare livslängd än en otterhound?;Royal Canin / VetCompass rasdata livslängd (dvärgtax ca 12-16, otterhound ca 10-13);2023
Registrerades det fler eller färre berger picard än borzoi hos SKK 2023?;SKK registreringsstatistik / RAS (borzoi väletablerad ~100-150/år, berger picard mycket sällsynt ~5/år);2023
Registrerades det fler eller färre otterhound än bichon bolognese hos SKK 2023?;SKK registreringsstatistik (otterhound extremt sällsynt, inga kullar på 20 år ~0/år; bichon bolognese ~40/år);2023
Registrerades det fler eller färre glen of imaal terrier än tysk pinscher hos SKK 2023?;SKK registreringsstatistik / RAS (tysk pinscher väletablerad ~100/år, glen of imaal sällsynt ~5/år);2023
