fråga;källa;år
Deutsche Bank vs MetLife;Wikipedia (Deutsche Bank grundat 1870, MetLife grundat 1868);2026
Intel vs AMD;Wikipedia (Intel grundat 1968, AMD grundat 1969);2026
BlackRock vs TSMC;Wikipedia (BlackRock grundat 1988, TSMC grundat 1987);2026
Bank of America vs SentinelOne;Wikipedia (Bank of America rötter 1904, SentinelOne grundat 2013);2026
Citrix vs VMware;Wikipedia (Citrix grundat 1989, VMware grundat 1998);2026
PayPal vs Charles Schwab;Wikipedia (PayPal grundat 1998, Charles Schwab grundat 1971);2026
Fidelity vs Whirlpool;Wikipedia (Fidelity Investments grundat 1946, Whirlpool grundat 1911);2026
Telenor vs Crédit Agricole;Wikipedia (Telenor rötter 1855, Crédit Agricole grundat 1894);2026
Westpac vs Saudi Aramco;Wikipedia (Westpac rötter 1817, Saudi Aramco grundat 1933);2026
Scotiabank vs Eni;Wikipedia (Scotiabank grundat 1832, Eni grundat 1953);2026
Citi vs MAN;Wikipedia (Citi rötter 1812, MAN SE rötter 1758);2026
Databricks vs MongoDB;Wikipedia (Databricks grundat 2013, MongoDB/10gen grundat 2007);2026
Coinbase vs Palantir;Wikipedia (Coinbase grundat 2012, Palantir grundat 2003);2026
Telefónica vs UnitedHealth;Wikipedia (Telefónica grundat 1924, UnitedHealth grundat 1977);2026
Tyson Foods vs Verizon;Wikipedia (Tyson Foods rötter 1935, Verizon grundat 2000);2026
State Farm vs DigitalOcean;Wikipedia (State Farm grundat 1922, DigitalOcean grundat 2011);2026
Novo Nordisk vs SentinelOne;Wikipedia (Novo Nordisk rötter 1923, SentinelOne grundat 2013);2026
JPMorgan vs Verizon;Wikipedia (J.P. Morgan rötter 1871, Verizon grundat 2000);2026
Barclays vs ING;Wikipedia (Barclays rötter 1690, ING Group grundat 1991);2026
Lockheed Martin vs Standard Chartered;Wikipedia (Lockheed rötter 1912, Standard Chartered grundat 1969);2026
UBS vs MongoDB;Wikipedia (UBS rötter 1862, MongoDB/10gen grundat 2007);2026
TSMC vs PNC;Wikipedia (TSMC grundat 1987, PNC Financial rötter 1845);2026
Palantir vs Mack Trucks;Wikipedia (Palantir grundat 2003, Mack Trucks grundat 1900);2026
AMD vs Whirlpool;Wikipedia (AMD grundat 1969, Whirlpool grundat 1911);2026
VMware vs Telefónica;Wikipedia (VMware grundat 1998, Telefónica grundat 1924);2026
