fråga;källa;år
Vilket av märkena är äldst?;Nederman grundat 1944 (ålder 82, nederman.com/about-us/our-history); Alimak grundat 1948 (ålder 78, corporate.alimakgroup.com/about-us/history);2026
Vilket av märkena är äldst?;Peterbilt grundat 1939 (ålder 87, en.wikipedia.org/wiki/Peterbilt); Freightliner Corporation grundat 1942 (ålder 84, en.wikipedia.org/wiki/Freightliner_Trucks);2026
Vilket av märkena är äldst?;Kinnarps grundat 1942 (ålder 84, kinnarps.com/about-kinnarps/our-history); Fagerhult grundat 1945 (ålder 81, fagerhult.com/about-fagerhult/our-history);2026
Vilket av märkena är äldst?;BYD grundat 1995 (ålder 31, en.wikipedia.org/wiki/BYD_Company); Geely grundat 1986 (ålder 40, en.wikipedia.org/wiki/Geely);2026
Vilket av märkena är äldst?;Balder grundat 2005 (ålder 21, balder.se/en/about-us/our-story); Castellum grundat 1993 (ålder 33, businessabc.net/wiki/castellum);2026
Vilket av märkena är äldst?;Dassault Systèmes grundat 1981 (ålder 45, en.wikipedia.org/wiki/Dassault_Systèmes); Brembo grundat 1961 (ålder 65, en.wikipedia.org/wiki/Brembo);2026
Vilket av märkena är äldst?;Inwido grundat 2004 (ålder 22, inwido.com); Nobia grundat 1996 (ålder 30, en.wikipedia.org/wiki/Nobia);2026
Vilket av märkena är äldst?;Bufab grundat 1977 (ålder 49, bufabgroup.com/this-is-bufab/history); Lifco grundat 1946 (ålder 80, lifco.se);2026
Vilket av märkena är äldst?;OEM International grundat 1974 (ålder 52, oem.se/about-oem/history); Nolato grundat 1938 (ålder 88, nolato.com/nolato-group/history);2026
Vilket av märkena är äldst?;Calliditas (Pharmalink AB) grundat 2004 (ålder 22, calliditas.se/about-us); Camurus grundat 1991 (ålder 35, en.wikipedia.org/wiki/Camurus);2026
Vilket av märkena är äldst?;Orexo grundat 1995 (ålder 31, en.wikipedia.org/wiki/Orexo); Karo Pharma (Karo Bio) grundat 1987 (ålder 39, wikidata.org/wiki/Q10544002);2026
Vilket av märkena är äldst?;Capio grundat 1994 (ålder 32, en.wikipedia.org/wiki/Capio); Humble Group (Bayn Europe) grundat 2009 (ålder 17, pitchbook.com/profiles/company/159507-37);2026
Vilket av märkena är äldst?;Arjo grundat 1957 (ålder 69, arjo.com/about-us/our-history); Medivir grundat 1988 (ålder 38, medivir.com/about-us/history);2026
Vilket av märkena är äldst?;Mahindra grundat 1945 (ålder 81, en.wikipedia.org/wiki/Mahindra_%26_Mahindra); Hexatronic grundat 1993 (ålder 33, businessabc.net/wiki/hexatronic-group);2026
Vilket av märkena är äldst?;Note (EuroSupply Nordic AB) grundat 1999 (ålder 27, note-ems.com/about-us/history); Lammhults Möbel grundat 1945 (ålder 81, lammhults.se/about);2026
Vilket av märkena är äldst?;Cibes Lift (Elektroborg AB) grundat 1947 (ålder 79, en.wikipedia.org/wiki/Cibes_Lift); Aritco grundat 1995 (ålder 31, aritco.com/about-aritco/our-story);2026
Vilket av märkena är äldst?;DeLaval (AB Separator) grundat 1883 (ålder 143, en.wikipedia.org/wiki/DeLaval); Indexator grundat 1973 (ålder 53, indexator.se/om-oss/historia);2026
Vilket av märkena är äldst?;Bravida (FBA, roots 1922) grundat 1922 (ålder 104, bravida.se/about-bravida/bravida-100); NCC grundat 1988 (ålder 38, en.wikipedia.org/wiki/NCC_(company));2026
Vilket av märkena är äldst?;Tata Motors (TELCO) grundat 1945 (ålder 81, en.wikipedia.org/wiki/Tata_Group); Cellink grundat 2016 (ålder 10, en.wikipedia.org/wiki/BICO_Group);2026
Vilket av märkena är äldst?;Northvolt (SGF Energy) grundat 2015 (ålder 11, en.wikipedia.org/wiki/Northvolt); Camfil grundat 1963 (ålder 63, en.wikipedia.org/wiki/Camfil);2026
Vilket av märkena är äldst?;Bactiguard grundat 2005 (ålder 21, bactiguard.com/about-us/history); CellaVision grundat 1994 (ålder 32, cellavision.com/our-company/about/history);2026
Vilket av märkena är äldst?;JM grundat 1945 (ålder 81, jm.se/about-us/operations/our-history); Bonava grundat 2016 (ålder 10, bonava.com/about-us/history);2026
Vilket av märkena är äldst?;Morakniv grundat 1891 (ålder 135, morakniv.com/blogs/knife-history/about-morakniv); Cellink grundat 2016 (ålder 10, en.wikipedia.org/wiki/BICO_Group);2026
Vilket av märkena är äldst?;Koenigsegg grundat 1994 (ålder 32, en.wikipedia.org/wiki/Koenigsegg); Hultafors grundat 1883 (ålder 143, hultaforsgroup.com/about-us);2026
Vilket av märkena är äldst?;Heart Aerospace grundat 2018 (ålder 8, en.wikipedia.org/wiki/Heart_Aerospace); Dometic (heritage 1922) grundat 1922 (ålder 104, dometicgroup.com/our-company/history);2026
