fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Vilket av märkena är äldst?;Opera;Mozilla;31;28;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Finnair;Iberia;103;99;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Rogers;Ryanair;66;42;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;EA;Norwegian;44;33;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Etihad Airways;Frontier Airlines;23;32;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Zapier;Firefox;15;22;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;SiteGround;Udemy;22;16;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Xfinity;O2;16;24;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Thai Airways;Airtel;66;31;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Valve;KLM;30;107;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Air France;JetBlue;93;27;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Japan Airlines;Vueling;75;22;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Bing;Shell;17;119;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;edX;Nintendo;14;137;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Wolt;Qantas;12;106;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;DoorDash;Delta Air Lines;13;101;år;Hur många år skiljer dem åt?
