fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Vilket av märkena är äldst?;Nederman;Alimak;82;78;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Peterbilt;Freightliner;87;84;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Kinnarps;Fagerhult;84;81;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;BYD;Geely;31;40;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Balder;Castellum;21;33;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Dassault Systèmes;Brembo;45;65;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Inwido;Nobia;22;30;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Bufab;Lifco;49;80;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;OEM International;Nolato;52;88;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Calliditas;Camurus;22;35;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Orexo;Karo Pharma;31;39;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Capio;Humble Group;32;17;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Arjo;Medivir;69;38;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Mahindra;Hexatronic;81;33;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Note;Lammhults;27;81;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Cibes Lift;Aritco;79;31;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;DeLaval;Indexator;143;53;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Bravida;NCC;104;38;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Tata Motors;Cellink;81;10;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Northvolt;Camfil;11;63;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Bactiguard;CellaVision;21;32;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;JM;Bonava;81;10;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Morakniv;Cellink;135;10;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Koenigsegg;Hultafors;32;143;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Heart Aerospace;Dometic;8;104;år;Hur många år skiljer dem åt?
