fråga;källa;år
Vilket av märkena är äldst?;Schneider Electric (1836) sv.wikipedia.org/wiki/Schneider_Electric; Substack (2017) en.wikipedia.org/wiki/Substack;2026
Vilket av märkena är äldst?;Bumble (2014) en.wikipedia.org/wiki/Bumble; Barclays (1690) en.wikipedia.org/wiki/Barclays;2026
Vilket av märkena är äldst?;MAN (1758) en.wikipedia.org/wiki/MAN_SE; Grab (2012) en.wikipedia.org/wiki/Grab_Holdings;2026
Vilket av märkena är äldst?;Brother (1908) en.wikipedia.org/wiki/Brother_Industries; Charles Schwab (1971) en.wikipedia.org/wiki/Charles_Schwab_Corporation;2026
Vilket av märkena är äldst?;Nomura (1925) en.wikipedia.org/wiki/Nomura_Holdings; AXA (1816) en.wikipedia.org/wiki/AXA;2026
Vilket av märkena är äldst?;Zurich (1872) en.wikipedia.org/wiki/Zurich_Insurance_Group; IBM (1911) en.wikipedia.org/wiki/IBM;2026
Vilket av märkena är äldst?;Mastercard (1966) en.wikipedia.org/wiki/Mastercard; Sherwin-Williams (1866) en.wikipedia.org/wiki/Sherwin-Williams;2026
Vilket av märkena är äldst?;Gojek (2010) en.wikipedia.org/wiki/Gojek; Genius (2009) en.wikipedia.org/wiki/Genius_(company);2026
Vilket av märkena är äldst?;Bolt (2013) en.wikipedia.org/wiki/Bolt_(company); Afterpay (2014) en.wikipedia.org/wiki/Afterpay;2026
Vilket av märkena är äldst?;Quora (2009) en.wikipedia.org/wiki/Quora; Coursera (2012) en.wikipedia.org/wiki/Coursera;2026
Vilket av märkena är äldst?;Microsoft (1975) en.wikipedia.org/wiki/Microsoft; Visa (1958) en.wikipedia.org/wiki/Visa_Inc.;2026
Vilket av märkena är äldst?;Western Digital (1970) en.wikipedia.org/wiki/Western_Digital; SanDisk (1988) en.wikipedia.org/wiki/SanDisk;2026
