fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Vilket av märkena är äldst?;Visa;Mastercard;68;60;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;New Relic;PagerDuty;18;17;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Boehringer Ingelheim;Johnson & Johnson;141;140;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Xerox;Makita;120;111;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Atlassian;Zendesk;24;19;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Norton;Bitdefender;44;25;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Kaspersky;Elastic;29;14;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;ConocoPhillips;Slack;24;13;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;SanDisk;ExxonMobil;38;27;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Telstra;Deutsche Telekom;51;31;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;FedEx;Orange;55;32;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;D-Link;Netgear;40;30;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Ricoh;Bobcat;90;68;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Revolut;Wise;11;15;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;SoFi;Novartis;15;30;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Zoom;Belkin;15;43;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Grafana;Avast;12;38;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Sentry;Kingston;14;39;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Nubank;SoftBank;13;45;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;McAfee;AT&T;39;141;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;GSK;Ecolab;26;103;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;FedEx;U.S. Bank;55;163;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Belkin;RBC;43;162;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Zendesk;Bristol Myers Squibb;19;139;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;New Relic;U.S. Bank;18;163;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;PagerDuty;RBC;17;162;år;Hur många år skiljer dem åt?
Vilket av märkena är äldst?;Robinhood;Johnson & Johnson;13;140;år;Hur många år skiljer dem åt?
